@relation 'White-TailedDeerWithMonths - Sheet1'

@attribute VegetationType {'Upland Forest','Riparian Grassland','Riparian Forest',Grassland/Prairie,'Mowed Lawn','Outside Park','Upland Scrub',Crop,'Riparian Scrub',Other,Savanna}
@attribute Month numeric
@attribute AvgTempinFahrenheit numeric
@attribute AvgHumidityInPercent numeric
@attribute WeatherCondition {'No rain','No rain to Heavy rain difficult to hear',Snow,'No rain to Snow','Mist or fog','Mist or fog to No rain','Mist or fog to Light rain','No rain to Light rain','Light rain to Mist or fog','Light rain','Light drizzle to Light rain','No rain to Light drizzle','No rain to Mist or fog','Snow to No rain','Light drizzle to No rain','Light rain to Light drizzle','Light drizzle','Light rain to No rain','Light drizzle to Mist or fog','Mist or fog to Light drizzle'}
@attribute AvgCloudCover numeric
@attribute DeerTotal numeric

@data
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Crop,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
Grassland/Prairie,1,42.08,43.45,'No rain',73.75,52
'Upland Forest',1,42.08,43.45,'No rain',73.75,52
'Upland Forest',1,40.46,49.7,'No rain',91.25,49
'Riparian Forest',1,40.46,49.7,'No rain',91.25,49
Grassland/Prairie,1,40.46,49.7,'No rain',91.25,49
'Upland Forest',1,40.46,49.7,'No rain',91.25,49
Grassland/Prairie,1,40.46,49.7,'No rain',91.25,49
'Riparian Grassland',1,40.46,49.7,'No rain',91.25,49
Grassland/Prairie,1,40.46,49.7,'No rain',91.25,49
Grassland/Prairie,1,40.46,49.7,'No rain',91.25,49
Grassland/Prairie,1,40.46,49.7,'No rain',91.25,49
'Upland Forest',1,40.46,49.7,'No rain',91.25,49
'Upland Forest',1,39.29,48.35,'No rain',48.75,32
Grassland/Prairie,1,39.29,48.35,'No rain',48.75,32
Grassland/Prairie,1,39.29,48.35,'No rain',48.75,32
'Upland Forest',1,39.29,48.35,'No rain',48.75,32
Grassland/Prairie,1,39.29,48.35,'No rain',48.75,32
'Upland Forest',1,39.29,48.35,'No rain',48.75,32
'Upland Forest',1,10.94,51.4,'No rain',0,28
'Riparian Forest',1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
'Upland Forest',1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,10.94,51.4,'No rain',0,28
Grassland/Prairie,1,7.52,62.4,'No rain',0,25
Grassland/Prairie,1,7.52,62.4,'No rain',0,25
Grassland/Prairie,1,7.52,62.4,'No rain',0,25
Grassland/Prairie,1,7.52,62.4,'No rain',0,25
Grassland/Prairie,1,7.52,62.4,'No rain',0,25
Grassland/Prairie,1,7.52,62.4,'No rain',0,25
'Upland Forest',1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
Grassland/Prairie,1,3.47,73.85,'No rain',0,25
'Riparian Forest',1,33.17,55.6,'No rain',15,43
Grassland/Prairie,1,33.17,55.6,'No rain',15,43
Crop,1,33.17,55.6,'No rain',15,43
Grassland/Prairie,1,33.17,55.6,'No rain',15,43
'Riparian Forest',1,33.17,55.6,'No rain',15,43
Grassland/Prairie,1,33.17,55.6,'No rain',15,43
Crop,1,33.17,55.6,'No rain',15,43
Crop,1,33.17,55.6,'No rain',15,43
Crop,1,33.17,55.6,'No rain',15,43
Crop,1,33.17,55.6,'No rain',15,43
Crop,1,33.17,55.6,'No rain',15,43
Grassland/Prairie,1,29.12,64.75,'No rain',7.5,40
Grassland/Prairie,1,29.12,64.75,'No rain',7.5,40
Grassland/Prairie,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Grassland/Prairie,1,29.12,64.75,'No rain',7.5,40
Grassland/Prairie,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Crop,1,29.12,64.75,'No rain',7.5,40
Grassland/Prairie,1,29.12,64.75,'No rain',7.5,40
'Upland Forest',1,29.12,64.75,'No rain',7.5,40
'Riparian Forest',1,26.6,70.15,'No rain',0,30
Grassland/Prairie,1,26.6,70.15,'No rain',0,30
Crop,1,26.6,70.15,'No rain',0,30
Crop,1,26.6,70.15,'No rain',0,30
Crop,1,26.6,70.15,'No rain',0,30
Crop,1,26.6,70.15,'No rain',0,30
Grassland/Prairie,1,26.6,70.15,'No rain',0,30
Grassland/Prairie,1,26.6,70.15,'No rain',0,30
'Riparian Forest',2,10.31,63.05,'No rain',15,8
Grassland/Prairie,2,10.31,63.05,'No rain',15,8
'Upland Forest',2,10.31,63.05,'No rain',15,8
Grassland/Prairie,2,10.31,63.05,'No rain',15,8
'Upland Scrub',2,10.31,63.05,'No rain',15,8
Grassland/Prairie,2,6.26,73.1,'No rain',15,6
Grassland/Prairie,2,6.26,73.1,'No rain',15,6
'Upland Scrub',2,6.26,73.1,'No rain',15,6
Grassland/Prairie,2,4.28,74.95,'No rain',15,12
'Riparian Forest',2,4.28,74.95,'No rain',15,12
Grassland/Prairie,2,4.28,74.95,'No rain',15,12
'Upland Scrub',2,4.28,74.95,'No rain',15,12
'Riparian Forest',2,33.44,76.05,'No rain',0,40
'Riparian Forest',2,33.44,76.05,'No rain',0,40
Grassland/Prairie,2,33.44,76.05,'No rain',0,40
Grassland/Prairie,2,33.44,76.05,'No rain',0,40
'Riparian Grassland',2,33.44,76.05,'No rain',0,40
Grassland/Prairie,2,33.44,76.05,'No rain',0,40
Crop,2,33.44,76.05,'No rain',0,40
Crop,2,33.44,76.05,'No rain',0,40
Grassland/Prairie,2,33.44,76.05,'No rain',0,40
Grassland/Prairie,2,33.44,76.05,'No rain',0,40
Grassland/Prairie,2,33.44,76.05,'No rain',0,40
Crop,2,30.65,80.45,'No rain',0,36
Grassland/Prairie,2,30.65,80.45,'No rain',0,36
Grassland/Prairie,2,30.65,80.45,'No rain',0,36
Grassland/Prairie,2,30.65,80.45,'No rain',0,36
Crop,2,30.65,80.45,'No rain',0,36
Grassland/Prairie,2,30.65,80.45,'No rain',0,36
Grassland/Prairie,2,30.65,80.45,'No rain',0,36
Grassland/Prairie,2,29.75,86.45,'No rain',1.25,34
'Mowed Lawn',2,29.75,86.45,'No rain',1.25,34
Grassland/Prairie,2,29.75,86.45,'No rain',1.25,34
Grassland/Prairie,2,29.75,86.45,'No rain',1.25,34
Grassland/Prairie,2,29.75,86.45,'No rain',1.25,34
Grassland/Prairie,2,29.75,86.45,'No rain',1.25,34
Grassland/Prairie,2,29.75,86.45,'No rain',1.25,34
'Riparian Forest',1,30.92,70.75,'No rain',15,7
'Mowed Lawn',1,30.92,70.75,'No rain',15,7
'Mowed Lawn',1,30.92,70.75,'No rain',15,7
'Mowed Lawn',1,28.85,90.35,'No rain',7.5,5
'Mowed Lawn',1,39.2,78.65,'No rain',97.5,16
'Riparian Forest',1,39.2,78.65,'No rain',97.5,16
'Mowed Lawn',1,39.2,78.65,'No rain',97.5,16
'Riparian Forest',1,39.2,78.65,'No rain',97.5,16
'Riparian Forest',1,38.66,83.6,'No rain',97.5,11
'Riparian Forest',1,38.66,83.6,'No rain',97.5,11
'Riparian Forest',1,38.66,83.6,'No rain',97.5,11
'Riparian Forest',1,38.66,83.6,'No rain',97.5,11
'Riparian Forest',1,38.66,83.6,'No rain',97.5,11
'Riparian Forest',1,37.94,83.15,'No rain',97.5,15
'Riparian Forest',1,37.94,83.15,'No rain',97.5,15
'Riparian Forest',1,37.94,83.15,'No rain',97.5,15
'Riparian Forest',1,37.94,83.15,'No rain',97.5,15
'Riparian Forest',1,37.94,83.15,'No rain',97.5,15
'Mowed Lawn',1,48.11,69.4,'No rain',15,4
'Riparian Forest',1,51.44,60,'No rain',0,8
'Mowed Lawn',1,51.44,60,'No rain',0,8
'Mowed Lawn',1,51.44,60,'No rain',0,8
'Mowed Lawn',1,51.44,60,'No rain',0,8
'Mowed Lawn',1,48.83,72.4,'No rain',0,5
'Mowed Lawn',1,48.83,72.4,'No rain',0,5
'Riparian Forest',1,48.83,72.4,'No rain',0,5
'Mowed Lawn',1,46.67,84.4,'No rain',0,13
'Mowed Lawn',1,46.67,84.4,'No rain',0,13
'Riparian Forest',1,46.67,84.4,'No rain',0,13
'Mowed Lawn',2,37.58,66.4,'No rain',38.75,5
'Riparian Forest',2,37.58,66.4,'No rain',38.75,5
'Mowed Lawn',2,29.12,86.25,'No rain',62.5,4
'Riparian Forest',2,29.12,86.25,'No rain',62.5,4
'Mowed Lawn',2,29.3,91.35,'No rain',62.5,4
'Riparian Forest',2,29.3,91.35,'No rain',62.5,4
'Mowed Lawn',2,46.04,74,'No rain',15,12
'Mowed Lawn',2,46.04,74,'No rain',15,12
'Mowed Lawn',2,43.97,81.35,'No rain',26.25,21
'Mowed Lawn',2,43.97,81.35,'No rain',26.25,21
'Riparian Forest',2,41.81,86.9,'No rain',37.5,22
'Mowed Lawn',2,41.81,86.9,'No rain',37.5,22
'Riparian Forest',2,41.81,86.9,'No rain',37.5,22
'Upland Forest',1,30.38,58.35,'No rain',1,54
Grassland/Prairie,1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
'Upland Forest',1,30.38,58.35,'No rain',1,54
Grassland/Prairie,1,30.38,58.35,'No rain',1,54
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
'Upland Forest',1,26.33,73.65,'No rain',1,34
Grassland/Prairie,1,26.33,73.65,'No rain',1,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
Grassland/Prairie,1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,27.59,71.1,'No rain',1.75,34
Grassland/Prairie,1,27.59,71.1,'No rain',1.75,34
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,28.76,51.35,'No rain',8,47
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
'Upland Forest',1,26.06,60.15,'No rain',1,27
Grassland/Prairie,1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,25.43,60.45,'No rain',1,23
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
Grassland/Prairie,1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,41.36,59.75,'No rain',97.5,50
Grassland/Prairie,1,41.36,59.75,'No rain',97.5,50
Grassland/Prairie,1,41.36,59.75,'No rain',97.5,50
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
Grassland/Prairie,1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Scrub',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,38.66,69.1,'No rain',97.5,49
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Forest',1,39.2,66.25,'No rain',97.5,46
'Upland Scrub',1,45.14,45.5,'No rain',0,61
Grassland/Prairie,1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
Grassland/Prairie,1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
Grassland/Prairie,1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
Grassland/Prairie,1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
'Upland Forest',1,45.14,45.5,'No rain',0,61
Grassland/Prairie,1,45.14,45.5,'No rain',0,61
Grassland/Prairie,1,45.14,45.5,'No rain',0,61
'Upland Forest',1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
Grassland/Prairie,1,48.83,45.95,'No rain',0,56
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
'Upland Forest',1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
Grassland/Prairie,1,48.65,50.95,'No rain',0,66
'Upland Forest',2,43.88,40.85,'No rain',1,45
Grassland/Prairie,2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
'Upland Forest',2,43.88,40.85,'No rain',1,45
Grassland/Prairie,2,43.88,40.85,'No rain',1,45
Grassland/Prairie,2,43.88,40.85,'No rain',1,45
Grassland/Prairie,2,43.88,40.85,'No rain',1,45
Grassland/Prairie,2,43.88,40.85,'No rain',1,45
Grassland/Prairie,2,42.17,47.65,'No rain',1,35
'Upland Forest',2,42.17,47.65,'No rain',1,35
Grassland/Prairie,2,42.17,47.65,'No rain',1,35
'Upland Forest',2,42.17,47.65,'No rain',1,35
'Upland Forest',2,42.17,47.65,'No rain',1,35
'Upland Forest',2,42.17,47.65,'No rain',1,35
'Upland Forest',2,42.17,47.65,'No rain',1,35
'Upland Forest',2,42.17,47.65,'No rain',1,35
Grassland/Prairie,2,42.17,47.65,'No rain',1,35
Grassland/Prairie,2,42.17,47.65,'No rain',1,35
Grassland/Prairie,2,42.17,47.65,'No rain',1,35
Grassland/Prairie,2,42.17,47.65,'No rain',1,35
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
'Upland Scrub',2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
'Upland Forest',2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,41.45,51.25,'No rain',19.25,47
Grassland/Prairie,2,46.4,50.4,'No rain',1,58
'Mowed Lawn',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
Grassland/Prairie,2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
Grassland/Prairie,2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
'Upland Forest',2,46.4,50.4,'No rain',1,58
Grassland/Prairie,2,46.4,50.4,'No rain',1,58
Grassland/Prairie,2,46.4,50.4,'No rain',1,58
Grassland/Prairie,2,46.4,50.4,'No rain',1,58
Grassland/Prairie,2,43.07,60.65,'No rain',1,47
Grassland/Prairie,2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
Grassland/Prairie,2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
Grassland/Prairie,2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
'Upland Forest',2,43.07,60.65,'No rain',1,47
Grassland/Prairie,2,43.07,60.65,'No rain',1,47
Grassland/Prairie,2,43.07,60.65,'No rain',1,47
Grassland/Prairie,2,39.74,68.2,'No rain',8,38
Grassland/Prairie,2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
Grassland/Prairie,2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
'Upland Forest',2,39.74,68.2,'No rain',8,38
Grassland/Prairie,2,39.74,68.2,'No rain',8,38
Grassland/Prairie,2,39.74,68.2,'No rain',8,38
'Upland Forest',1,28.04,39,'No rain',31.25,61
'Riparian Forest',1,28.04,39,'No rain',31.25,61
'Riparian Forest',1,28.04,39,'No rain',31.25,61
'Riparian Forest',1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
Crop,1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
'Riparian Forest',1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
'Upland Forest',1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
'Riparian Forest',1,28.04,39,'No rain',31.25,61
'Riparian Forest',1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
'Riparian Grassland',1,28.04,39,'No rain',31.25,61
Crop,1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,28.04,39,'No rain',31.25,61
'Upland Scrub',1,28.04,39,'No rain',31.25,61
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
'Riparian Forest',1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
'Upland Forest',1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
'Riparian Forest',1,29.03,39.9,'No rain',62.5,54
'Riparian Grassland',1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
'Riparian Grassland',1,29.03,39.9,'No rain',62.5,54
Crop,1,29.03,39.9,'No rain',62.5,54
Grassland/Prairie,1,29.03,39.9,'No rain',62.5,54
